270,135,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
272.97,136.74,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
270.26,153.01,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
272.97,117.08,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
272.97,65.551,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
279.75,60.127,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
275.69,69.619,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
272.97,53.347,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
270.26,39.788,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
253.99,34.364,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
266.87,56.737,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
295.35,87.924,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
259.42,93.347,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
240.43,76.398,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
243.82,71.653,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
240.43,77.754,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
224.84,107.58,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
188.23,109.62,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
190.26,104.87,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
194.33,99.449,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
178.74,104.87,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
164.5,113.01,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
150.26,81.822,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
129.25,46.568,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
138.74,44.534,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
157.04,83.178,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
183.48,110.97,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
210.6,82.5,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
191.62,33.686,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
184.16,10.636,32,35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
