270,135,32,35
272,133,32,35
274,132,32,35
273,132,32,35
274,133,32,35
272,136,32,35
266,142,32,35
264,150,32,35
264,150,32,35
265,154,32,35
269,154,32,35
273,152,32,35
275,145,32,35
275,145,32,35
275,133,32,35
274,120,32,35
273,105,32,35
271,89,32,35
272,88,32,35
272,77,32,35
275,69,32,35
278,61,32,35
279,55,32,35
279,56,32,35
279,56,32,35
281,62,32,35
284,69,32,35
284,75,32,35
284,75,32,35
281,77,32,35
277,74,32,35
276,66,32,35
277,60,32,35
277,60,32,35
276,58,32,35
274,55,32,35
275,51,32,35
277,50,32,35
277,50,32,35
276,48,32,35
271,44,32,35
266,37,32,35
262,31,32,35
262,31,32,35
260,33,32,35
256,38,32,35
250,39,32,35
249,40,32,35
249,40,32,35
257,51,32,35
266,61,32,35
274,68,32,35
284,73,32,35
283,72,32,35
293,80,32,35
297,92,32,35
292,104,32,35
281,109,32,35
281,109,32,35
270,104,32,35
259,93,32,35
251,84,32,35
244,78,32,35
244,77,32,35
241,76,32,35
239,74,32,35
239,74,32,35
238,71,32,35
238,71,32,35
238,69,32,35
238,68,32,35
238,67,32,35
237,68,32,35
236,67,32,35
237,72,32,35
239,77,32,35
237,83,32,35
232,92,32,35
232,92,32,35
227,102,32,35
221,107,32,35
214,107,32,35
205,106,32,35
205,106,32,35
195,107,32,35
187,108,32,35
185,104,32,35
185,99,32,35
185,98,32,35
186,97,32,35
188,101,32,35
190,103,32,35
194,99,32,35
194,100,32,35
197,96,32,35
194,99,32,35
187,105,32,35
181,108,32,35
181,108,32,35
179,109,32,35
178,108,32,35
174,110,32,35
168,114,32,35
168,114,32,35
165,118,32,35
166,120,32,35
166,116,32,35
163,107,32,35
163,107,32,35
159,98,32,35
154,90,32,35
150,81,32,35
145,70,32,35
145,70,32,35
136,57,32,35
130,51,32,35
128,52,32,35
132,51,32,35
132,51,32,35
134,50,32,35
136,53,32,35
140,61,32,35
148,71,32,35
148,71,32,35
154,79,32,35
155,88,32,35
154,99,32,35
157,107,32,35
157,108,32,35
167,113,32,35
179,115,32,35
189,111,32,35
196,102,32,35
196,102,32,35
204,96,32,35
208,86,32,35
207,70,32,35
201,54,32,35
200,53,32,35
194,43,32,35
189,34,32,35
187,26,32,35
185,17,32,35
185,17,32,35
183,9,32,35
183,9,32,35
185,15,32,35
181,20,32,35
181,20,32,35
172,26,32,35
164,42,32,35
157,62,32,35
151,79,32,35
151,79,32,35
142,88,32,35
133,89,32,35
132,89,32,35
130,80,32,35
130,80,32,35
125,68,32,35
119,56,32,35
113,45,32,35
108,43,32,35
108,42,32,35
108,48,32,35
111,55,32,35
118,57,32,35
130,60,32,35
130,60,32,35
142,61,32,35
151,60,32,35
158,55,32,35
161,46,32,35
162,47,32,35
159,38,32,35
158,36,32,35
159,40,32,35
162,47,32,35
162,47,32,35
167,58,32,35
171,72,32,35
176,85,32,35
180,92,32,35
180,91,32,35
182,93,32,35
183,93,32,35
182,93,32,35
182,93,32,35
181,92,32,35
181,93,32,35
184,99,32,35
188,108,32,35
194,118,32,35
194,118,32,35
199,125,32,35
203,128,32,35
206,131,32,35
207,135,32,35
207,135,32,35
205,136,32,35
202,139,32,35
200,141,32,35
197,142,32,35
198,141,32,35
195,141,32,35
195,142,32,35
196,144,32,35
197,143,32,35
197,143,32,35
198,139,32,35
201,133,32,35
203,125,32,35
204,122,32,35
204,122,32,35
205,122,32,35
206,125,32,35
209,127,32,35
213,125,32,35
213,125,32,35
216,120,32,35
221,115,32,35
225,110,32,35
228,102,32,35
228,102,32,35
231,93,32,35
230,88,32,35
228,86,32,35
226,87,32,35
226,87,32,35
224,90,32,35
220,95,32,35
218,98,32,35
218,98,32,35
218,98,32,35
220,99,32,35
223,96,32,35
228,87,32,35
234,76,32,35
234,76,32,35
239,67,32,35
242,61,32,35
246,59,32,35
250,58,32,35
251,58,32,35
255,53,32,35
260,49,32,35
265,46,32,35
269,42,32,35
269,42,32,35
272,40,32,35
274,41,32,35
274,42,32,35
273,49,32,35
273,48,32,35
272,57,32,35
270,66,32,35
269,76,32,35
269,82,32,35
269,82,32,35
268,84,32,35
268,83,32,35
268,81,32,35
269,76,32,35
269,76,32,35
270,70,32,35
271,66,32,35
270,63,32,35
270,60,32,35
270,60,32,35
270,58,32,35
272,55,32,35
274,53,32,35
275,54,32,35
275,55,32,35
275,56,32,35
273,57,32,35
272,60,32,35
270,65,32,35
271,67,32,35
268,72,32,35
265,76,32,35
260,74,32,35
253,79,32,35
253,79,32,35
243,77,32,35
236,81,32,35
229,81,32,35
221,73,32,35
220,73,32,35
213,73,32,35
207,78,32,35
203,87,32,35
197,95,32,35
197,96,32,35
196,103,32,35
195,108,32,35
195,112,32,35
197,117,32,35
197,118,32,35
201,123,32,35
203,129,32,35
203,133,32,35
202,135,32,35
202,135,32,35
201,136,32,35
202,137,32,35
202,140,32,35
203,143,32,35
204,143,32,35
204,145,32,35
204,145,32,35
204,146,32,35
202,147,32,35
202,147,32,35
203,149,32,35
204,151,32,35
206,157,32,35
207,164,32,35
207,164,32,35
207,169,32,35
207,170,32,35
210,169,32,35
216,166,32,35
216,165,32,35
219,157,32,35
221,146,32,35
223,135,32,35
226,125,32,35
226,125,32,35
231,118,32,35
235,112,32,35
238,105,32,35
241,96,32,35
242,97,32,35
246,90,32,35
254,88,32,35
258,83,32,35
261,77,32,35
261,77,32,35
264,70,32,35
266,64,32,35
268,61,32,35
269,59,32,35
269,60,32,35
268,61,32,35
267,64,32,35
270,67,32,35
274,70,32,35
274,70,32,35
279,71,32,35
285,72,32,35
291,72,32,35
296,73,32,35
296,73,32,35
301,74,32,35
308,79,32,35
318,83,32,35
327,84,32,35
327,84,32,35
336,83,32,35
344,84,32,35
349,87,32,35
351,87,32,35
351,87,32,35
352,84,32,35
352,82,32,35
349,83,32,35
347,84,32,35
346,84,32,35
346,88,32,35
347,93,32,35
351,99,32,35
355,112,32,35
334,125,32,35
346,131,32,35
370,137,32,35
