270,135,32,35
272,133,32,35
273,132,32,35
273,132,32,35
274,133,32,35
271,136,32,35
266,142,32,35
263,150,32,35
263,150,32,35
263,154,32,35
267,153,32,35
271,151,32,35
273,144,32,35
273,144,32,35
273,132,32,35
272,119,32,35
271,104,32,35
269,88,32,35
270,88,32,35
270,76,32,35
273,69,32,35
275,60,32,35
277,55,32,35
277,55,32,35
277,56,32,35
279,61,32,35
282,68,32,35
282,75,32,35
282,75,32,35
279,77,32,35
276,74,32,35
275,66,32,35
275,60,32,35
275,60,32,35
274,58,32,35
272,55,32,35
273,52,32,35
275,51,32,35
275,50,32,35
273,48,32,35
269,44,32,35
263,37,32,35
259,31,32,35
259,31,32,35
258,33,32,35
253,37,32,35
247,38,32,35
247,40,32,35
247,40,32,35
255,50,32,35
264,61,32,35
272,68,32,35
281,72,32,35
281,72,32,35
290,79,32,35
294,91,32,35
289,103,32,35
279,109,32,35
279,109,32,35
268,104,32,35
257,93,32,35
248,82,32,35
243,77,32,35
242,76,32,35
239,74,32,35
238,73,32,35
237,72,32,35
237,70,32,35
237,70,32,35
236,67,32,35
237,66,32,35
236,65,32,35
235,65,32,35
235,66,32,35
235,69,32,35
237,74,32,35
236,81,32,35
230,90,32,35
230,89,32,35
225,100,32,35
219,104,32,35
212,104,32,35
203,103,32,35
204,103,32,35
193,104,32,35
185,104,32,35
183,101,32,35
183,96,32,35
183,96,32,35
184,96,32,35
186,99,32,35
188,100,32,35
192,96,32,35
192,97,32,35
195,93,32,35
192,95,32,35
185,99,32,35
178,101,32,35
178,102,32,35
175,100,32,35
174,100,32,35
171,102,32,35
164,104,32,35
164,104,32,35
161,108,32,35
162,109,32,35
162,105,32,35
158,95,32,35
158,95,32,35
153,86,32,35
149,78,32,35
144,68,32,35
138,53,32,35
137,54,32,35
130,39,32,35
124,31,32,35
123,29,32,35
127,30,32,35
126,29,32,35
131,28,32,35
131,30,32,35
135,37,32,35
143,48,32,35
142,48,32,35
148,56,32,35
149,66,32,35
149,77,32,35
153,86,32,35
153,86,32,35
163,93,32,35
176,94,32,35
185,89,32,35
193,82,32,35
193,82,32,35
200,75,32,35
205,64,32,35
203,50,32,35
197,34,32,35
197,34,32,35
190,23,32,35
186,14,32,35
184,6,32,35
181,0,32,35
181,0,32,35
180,1,32,35
180,0,32,35
181,0,32,35
179,9,32,35
178,7,32,35
170,14,32,35
159,28,32,35
153,51,32,35
147,67,32,35
147,68,32,35
138,74,32,35
131,80,32,35
129,78,32,35
127,72,32,35
127,72,32,35
123,60,32,35
117,48,32,35
110,38,32,35
105,35,32,35
105,34,32,35
104,40,32,35
108,47,32,35
116,50,32,35
127,53,32,35
127,52,32,35
138,53,32,35
147,52,32,35
155,47,32,35
159,38,32,35
159,39,32,35
157,31,32,35
155,28,32,35
156,32,32,35
159,40,32,35
160,40,32,35
164,51,32,35
168,64,32,35
172,78,32,35
177,84,32,35
176,84,32,35
179,85,32,35
179,85,32,35
179,85,32,35
178,84,32,35
178,84,32,35
179,86,32,35
181,92,32,35
185,100,32,35
190,110,32,35
190,110,32,35
195,118,32,35
200,122,32,35
202,126,32,35
204,131,32,35
204,131,32,35
202,133,32,35
199,138,32,35
196,141,32,35
194,140,32,35
194,140,32,35
192,140,32,35
192,141,32,35
194,143,32,35
194,141,32,35
194,141,32,35
195,137,32,35
198,131,32,35
200,124,32,35
201,120,32,35
201,120,32,35
202,121,32,35
203,124,32,35
206,125,32,35
210,123,32,35
210,123,32,35
213,118,32,35
218,113,32,35
222,107,32,35
226,99,32,35
226,99,32,35
228,90,32,35
228,84,32,35
226,82,32,35
225,84,32,35
225,84,32,35
223,86,32,35
219,91,32,35
217,96,32,35
217,96,32,35
217,96,32,35
219,97,32,35
222,95,32,35
227,85,32,35
234,76,32,35
234,76,32,35
239,67,32,35
243,64,32,35
247,62,32,35
251,58,32,35
251,60,32,35
256,56,32,35
260,51,32,35
265,48,32,35
269,44,32,35
269,45,32,35
272,42,32,35
274,44,32,35
274,46,32,35
273,51,32,35
273,52,32,35
272,60,32,35
270,69,32,35
269,79,32,35
269,85,32,35
269,85,32,35
268,87,32,35
268,86,32,35
268,83,32,35
270,79,32,35
270,79,32,35
271,73,32,35
271,69,32,35
271,66,32,35
271,64,32,35
271,64,32,35
272,61,32,35
273,58,32,35
275,57,32,35
277,58,32,35
277,58,32,35
276,59,32,35
274,62,32,35
273,64,32,35
271,69,32,35
271,69,32,35
269,74,32,35
267,79,32,35
262,82,32,35
254,82,32,35
254,82,32,35
245,83,32,35
238,84,32,35
232,85,32,35
227,85,32,35
227,85,32,35
221,85,32,35
215,89,32,35
211,98,32,35
211,107,32,35
210,106,32,35
210,112,32,35
210,115,32,35
209,116,32,35
213,120,32,35
212,120,32,35
217,123,32,35
218,128,32,35
217,130,32,35
216,132,32,35
217,132,32,35
241,134,32,35
246,135,32,35
246,134,32,35
246,134,32,35
245,134,32,35
246,134,32,35
244,132,32,35
242,131,32,35
240,132,32,35
240,132,32,35
241,134,32,35
240,136,32,35
241,143,32,35
243,151,32,35
243,151,32,35
244,156,32,35
245,159,32,35
248,160,32,35
252,157,32,35
253,158,32,35
255,151,32,35
257,143,32,35
257,134,32,35
259,127,32,35
258,126,32,35
280,135,32,35
290,142,32,35
288,138,32,35
288,136,32,35
288,136,32,35
288,134,32,35
291,133,32,35
296,140,32,35
295,138,32,35
295,138,32,35
294,136,32,35
293,132,32,35
291,131,32,35
289,132,32,35
289,132,32,35
286,134,32,35
283,138,32,35
283,142,32,35
285,146,32,35
285,145,32,35
288,148,32,35
290,150,32,35
292,153,32,35
292,155,32,35
293,154,32,35
292,161,32,35
310,144,32,35
318,136,32,35
325,134,32,35
325,134,32,35
332,130,32,35
339,127,32,35
342,124,32,35
343,121,32,35
343,121,32,35
342,115,32,35
341,109,32,35
338,108,32,35
335,108,32,35
335,108,32,35
334,110,32,35
335,110,32,35
338,114,32,35
342,121,32,35
342,121,32,35
352,129,32,35
364,136,32,35
